sdv_game_id,season,game_date,sdv_home_team,sdv_away_team,home_team_id,away_team_id,matchup
401468460,2023,2022-11-28,DEN,HOU,,11,HOU@DEN
401468461,2023,2022-11-28,UTAH,CHI,,5,CHI@UTAH
401468464,2023,2022-11-29,DET,NY,9,,NY@DET
401468465,2023,2022-11-29,DAL,GS,7,,GS@DAL
401468470,2023,2022-11-30,BKN,WSH,3,,WSH@BKN
401468471,2023,2022-11-30,NY,MIL,,17,MIL@NY
401468473,2023,2022-11-30,NO,TOR,,28,TOR@NO
401468474,2023,2022-11-30,OKC,SA,21,,SA@OKC
401468475,2023,2022-11-30,DEN,HOU,,11,HOU@DEN
401468477,2023,2022-11-30,UTAH,LAC,,13,LAC@UTAH
401468481,2023,2022-12-02,CHA,WSH,4,,WSH@CHA
401468482,2023,2022-12-02,ATL,DEN,1,,DEN@ATL
401468488,2023,2022-12-02,SA,NO,,,NO@SA
401468490,2023,2022-12-02,UTAH,IND,,12,IND@UTAH
401468491,2023,2022-12-02,GS,CHI,,5,CHI@GS
401468492,2023,2022-12-03,NY,DAL,,7,DAL@NY
401468497,2023,2022-12-03,GS,HOU,,11,HOU@GS
401468498,2023,2022-12-03,UTAH,POR,,25,POR@UTAH
401468499,2023,2022-12-04,NO,DEN,,,DEN@NO
401468500,2023,2022-12-04,SA,PHX,,24,PHX@SA
401468503,2023,2022-12-04,NY,CLE,,6,CLE@NY
401468504,2023,2022-12-04,WSH,LAL,,14,LAL@WSH
401468514,2023,2022-12-05,GS,IND,,12,IND@GS
401468517,2023,2022-12-06,DEN,DAL,,7,DAL@DEN
401468520,2023,2022-12-07,NY,ATL,,1,ATL@NY
401468522,2023,2022-12-07,CHI,WSH,5,,WSH@CHI
401468526,2023,2022-12-07,NO,DET,,9,DET@NO
401468527,2023,2022-12-07,UTAH,GS,,,GS@UTAH
401468530,2023,2022-12-08,SA,HOU,,11,HOU@SA
401468531,2023,2022-12-08,POR,DEN,25,,DEN@POR
401468532,2023,2022-12-09,CHA,NY,4,,NY@CHA
401468533,2023,2022-12-09,IND,WSH,12,,WSH@IND
401468539,2023,2022-12-09,NO,PHX,,24,PHX@NO
401468540,2023,2022-12-09,UTAH,MIN,,18,MIN@UTAH
401468542,2023,2022-12-10,MIA,SA,16,,SA@MIA
401468544,2023,2022-12-10,WSH,LAC,,13,LAC@WSH
401468547,2023,2022-12-10,GS,BOS,,2,BOS@GS
401468548,2023,2022-12-10,DEN,UTAH,,,UTAH@DEN
401468550,2023,2022-12-11,NO,PHX,,24,PHX@NO
401468552,2023,2022-12-11,NY,SAC,,26,SAC@NY
401468558,2023,2022-12-12,WSH,BKN,,3,BKN@WSH
401468561,2023,2022-12-12,SA,CLE,,6,CLE@SA
401468565,2023,2022-12-13,MIL,GS,17,,GS@MIL
401468567,2023,2022-12-13,UTAH,NO,,,NO@UTAH
401468570,2023,2022-12-14,IND,GS,12,,GS@IND
401468573,2023,2022-12-14,CHI,NY,5,,NY@CHI
401468575,2023,2022-12-14,SA,POR,,25,POR@SA
401468577,2023,2022-12-14,DEN,WSH,,,WSH@DEN
401468581,2023,2022-12-15,UTAH,NO,,,NO@UTAH
401468587,2023,2022-12-16,PHI,GS,23,,GS@PHI
401468589,2023,2022-12-16,CHI,NY,5,,NY@CHI
401468592,2023,2022-12-16,LAL,DEN,14,,DEN@LAL
401468593,2023,2022-12-17,LAC,WSH,13,,WSH@LAC
401468594,2023,2022-12-17,SA,MIA,,16,MIA@SA
401468597,2023,2022-12-17,MIL,UTAH,17,,UTAH@MIL
401468599,2023,2022-12-17,PHX,NO,24,,NO@PHX
401468601,2023,2022-12-18,IND,NY,12,,NY@IND
401468603,2023,2022-12-18,TOR,GS,28,,GS@TOR
401468605,2023,2022-12-18,DEN,CHA,,4,CHA@DEN
401468606,2023,2022-12-18,LAL,WSH,14,,WSH@LAL
401468607,2023,2022-12-19,CLE,UTAH,6,,UTAH@CLE
401468610,2023,2022-12-19,HOU,SA,11,,SA@HOU
401468612,2023,2022-12-19,NO,MIL,,17,MIL@NO
401468616,2023,2022-12-20,DET,UTAH,9,,UTAH@DET
401468618,2023,2022-12-20,NY,GS,,,GS@NY
401468619,2023,2022-12-20,PHX,WSH,24,,WSH@PHX
401468620,2023,2022-12-20,DEN,MEM,,15,MEM@DEN
401468625,2023,2022-12-21,BKN,GS,3,,GS@BKN
401468626,2023,2022-12-21,NY,TOR,,28,TOR@NY
401468632,2023,2022-12-22,NO,SA,,,SA@NO
401468633,2023,2022-12-22,UTAH,WSH,,,WSH@UTAH
401468634,2023,2022-12-23,ORL,SA,22,,SA@ORL
401468640,2023,2022-12-23,NY,CHI,,5,CHI@NY
401468643,2023,2022-12-23,OKC,NO,21,,NO@OKC
401468644,2023,2022-12-23,DEN,POR,,25,POR@DEN
401468646,2023,2022-12-23,SAC,WSH,26,,WSH@SAC
401468648,2023,2022-12-25,NY,PHI,,23,PHI@NY
401468651,2023,2022-12-25,GS,MEM,,15,MEM@GS
401468652,2023,2022-12-25,DEN,PHX,,24,PHX@DEN
401468657,2023,2022-12-26,NO,IND,,12,IND@NO
401468658,2023,2022-12-26,SA,UTAH,,,UTAH@SA
401468661,2023,2022-12-27,WSH,PHI,,23,PHI@WSH
401468666,2023,2022-12-27,OKC,SA,21,,SA@OKC
401468667,2023,2022-12-27,DAL,NY,7,,NY@DAL
401468668,2023,2022-12-27,GS,CHA,,4,CHA@GS
401468669,2023,2022-12-27,SAC,DEN,26,,DEN@SAC
401468671,2023,2022-12-28,WSH,PHX,,24,PHX@WSH
401468675,2023,2022-12-28,NO,MIN,,18,MIN@NO
401468676,2023,2022-12-28,GS,UTAH,,,UTAH@GS
401468677,2023,2022-12-28,SAC,DEN,26,,DEN@SAC
401468682,2023,2022-12-29,SA,NY,,,NY@SA
401468684,2023,2022-12-30,ORL,WSH,22,,WSH@ORL
401468689,2023,2022-12-30,NO,PHI,,23,PHI@NO
401468690,2023,2022-12-30,DEN,MIA,,16,MIA@DEN
401468691,2023,2022-12-30,GS,POR,,25,POR@GS
401468692,2023,2022-12-30,SAC,UTAH,26,,UTAH@SAC
401468696,2023,2022-12-31,HOU,NY,11,,NY@HOU
401468697,2023,2022-12-31,SA,DAL,,7,DAL@SA
401468698,2023,2022-12-31,MEM,NO,15,,NO@MEM
401468701,2023,2022-12-31,UTAH,MIA,,16,MIA@UTAH
401468703,2023,2023-01-01,MIL,WSH,17,,WSH@MIL
401468704,2023,2023-01-01,DEN,BOS,,2,BOS@DEN
401468705,2023,2023-01-02,NY,PHX,,24,PHX@NY
401468709,2023,2023-01-02,PHI,NO,23,,NO@PHI
401468710,2023,2023-01-02,BKN,SA,3,,SA@BKN
401468712,2023,2023-01-02,MIN,DEN,18,,DEN@MIN
401468713,2023,2023-01-02,GS,ATL,,1,ATL@GS
401468716,2023,2023-01-03,MIL,WSH,17,,WSH@MIL
401468718,2023,2023-01-03,UTAH,SAC,,26,SAC@UTAH
401468723,2023,2023-01-04,NY,SA,,,SA@NY
401468727,2023,2023-01-04,NO,HOU,,11,HOU@NO
401468728,2023,2023-01-04,GS,DET,,9,DET@GS
401468733,2023,2023-01-05,HOU,UTAH,11,,UTAH@HOU
401468734,2023,2023-01-05,DEN,LAC,,13,LAC@DEN
401468737,2023,2023-01-06,TOR,NY,28,,NY@TOR
401468739,2023,2023-01-06,OKC,WSH,21,,WSH@OKC
401468740,2023,2023-01-06,SA,DET,,9,DET@SA
401468741,2023,2023-01-06,NO,BKN,,3,BKN@NO
401468743,2023,2023-01-06,DEN,CLE,,6,CLE@DEN
401468746,2023,2023-01-07,SA,BOS,,2,BOS@SA
401468747,2023,2023-01-07,CHI,UTAH,5,,UTAH@CHI
401468748,2023,2023-01-07,DAL,NO,7,,NO@DAL
401468749,2023,2023-01-07,GS,ORL,,22,ORL@GS
401468755,2023,2023-01-08,MEM,UTAH,15,,UTAH@MEM
401468760,2023,2023-01-09,WSH,NO,,,NO@WSH
401468762,2023,2023-01-09,NY,MIL,,17,MIL@NY
401468763,2023,2023-01-09,MEM,SA,15,,SA@MEM
401468764,2023,2023-01-09,DEN,LAL,,14,LAL@DEN
401468769,2023,2023-01-10,UTAH,CLE,,6,CLE@UTAH
401468770,2023,2023-01-10,GS,PHX,,24,PHX@GS
401468774,2023,2023-01-11,WSH,CHI,,5,CHI@WSH
401468776,2023,2023-01-11,BOS,NO,2,,NO@BOS
401468777,2023,2023-01-11,NY,IND,,12,IND@NY
401468778,2023,2023-01-11,MEM,SA,15,,SA@MEM
401468779,2023,2023-01-11,DEN,PHX,,24,PHX@DEN
401468787,2023,2023-01-13,DET,NO,9,,NO@DET
401468789,2023,2023-01-13,WSH,NY,,,NY@WSH
401468790,2023,2023-01-13,SA,GS,,,GS@SA
401468793,2023,2023-01-13,UTAH,ORL,,22,ORL@UTAH
401468794,2023,2023-01-13,LAC,DEN,13,,DEN@LAC
401468801,2023,2023-01-14,UTAH,PHI,,23,PHI@UTAH
401468803,2023,2023-01-15,DET,NY,9,,NY@DET
401468805,2023,2023-01-15,CHI,GS,5,,GS@CHI
401468807,2023,2023-01-15,SA,SAC,,26,SAC@SA
401468808,2023,2023-01-15,DEN,ORL,,22,ORL@DEN
401468813,2023,2023-01-16,CLE,NO,6,,NO@CLE
401468814,2023,2023-01-16,NY,TOR,,28,TOR@NY
401468815,2023,2023-01-16,WSH,GS,,,GS@WSH
401468817,2023,2023-01-16,MIN,UTAH,18,,UTAH@MIN
401468821,2023,2023-01-17,SA,BKN,,3,BKN@SA
401468822,2023,2023-01-17,DEN,POR,,25,POR@DEN
401468824,2023,2023-01-18,NY,WSH,,,WSH@NY
401468828,2023,2023-01-18,NO,MIA,,16,MIA@NO
401468830,2023,2023-01-18,UTAH,LAC,,13,LAC@UTAH
401468831,2023,2023-01-18,DEN,MIN,,18,MIN@DEN
401468834,2023,2023-01-19,BOS,GS,2,,GS@BOS
401468838,2023,2023-01-20,ORL,NO,22,,NO@ORL
401468839,2023,2023-01-20,ATL,NY,1,,NY@ATL
401468840,2023,2023-01-20,CLE,GS,6,,GS@CLE
401468842,2023,2023-01-20,SA,LAC,,13,LAC@SA
401468843,2023,2023-01-20,DEN,IND,,12,IND@DEN
401468844,2023,2023-01-20,UTAH,BKN,,3,BKN@UTAH
401468848,2023,2023-01-21,WSH,ORL,,22,ORL@WSH
401468854,2023,2023-01-22,MIA,NO,16,,NO@MIA
401468855,2023,2023-01-22,TOR,NY,28,,NY@TOR
401468857,2023,2023-01-22,DEN,OKC,,21,OKC@DEN
401468859,2023,2023-01-22,GS,BKN,,3,BKN@GS
401468865,2023,2023-01-23,UTAH,CHA,,4,CHA@UTAH
401468866,2023,2023-01-23,POR,SA,25,,SA@POR
401468870,2023,2023-01-24,NY,CLE,,6,CLE@NY
401468871,2023,2023-01-24,NO,DEN,,,DEN@NO
401468872,2023,2023-01-24,DAL,WSH,7,,WSH@DAL
401468877,2023,2023-01-25,HOU,WSH,11,,WSH@HOU
401468878,2023,2023-01-25,MIL,DEN,17,,DEN@MIL
401468879,2023,2023-01-25,NO,MIN,,18,MIN@NO
401468881,2023,2023-01-25,GS,MEM,,15,MEM@GS
401468882,2023,2023-01-25,POR,UTAH,25,,UTAH@POR
401468884,2023,2023-01-25,LAL,SA,14,,SA@LAL
401468885,2023,2023-01-26,BOS,NY,2,,NY@BOS
401468890,2023,2023-01-26,LAC,SA,13,,SA@LAC
401468895,2023,2023-01-27,GS,TOR,,28,TOR@GS
401468896,2023,2023-01-28,PHI,DEN,23,,DEN@PHI
401468897,2023,2023-01-28,BKN,NY,3,,NY@BKN
401468902,2023,2023-01-28,NO,WSH,,,WSH@NO
401468903,2023,2023-01-28,SA,PHX,,24,PHX@SA
401468905,2023,2023-01-28,UTAH,DAL,,7,DAL@UTAH
401468910,2023,2023-01-29,MIL,NO,17,,NO@MIL
401468914,2023,2023-01-30,OKC,GS,21,,GS@OKC
401468915,2023,2023-01-30,SA,WSH,,,WSH@SA
401468920,2023,2023-01-31,NY,LAL,,14,LAL@NY
401468923,2023,2023-01-31,DEN,NO,,,NO@DEN
401468929,2023,2023-02-01,MIN,GS,18,,GS@MIN
401468930,2023,2023-02-01,SA,SAC,,26,SAC@SA
401468931,2023,2023-02-01,UTAH,TOR,,28,TOR@UTAH
401468935,2023,2023-02-02,NY,MIA,,16,MIA@NY
401468937,2023,2023-02-02,DAL,NO,7,,NO@DAL
401468938,2023,2023-02-02,DEN,GS,,,GS@DEN
401468942,2023,2023-02-03,WSH,POR,,25,POR@WSH
401468946,2023,2023-02-03,SA,PHI,,23,PHI@SA
401468947,2023,2023-02-03,UTAH,ATL,,1,ATL@UTAH
401468948,2023,2023-02-04,BKN,WSH,3,,WSH@BKN
401468950,2023,2023-02-04,NY,LAC,,13,LAC@NY
401468953,2023,2023-02-04,NO,LAL,,14,LAL@NO
401468955,2023,2023-02-04,GS,DAL,,7,DAL@GS
401468956,2023,2023-02-04,DEN,ATL,,1,ATL@DEN
401468959,2023,2023-02-05,NY,PHI,,23,PHI@NY
401468961,2023,2023-02-05,MIN,DEN,18,,DEN@MIN
401468962,2023,2023-02-05,NO,SAC,,26,SAC@NO
401468964,2023,2023-02-06,WSH,CLE,,6,CLE@WSH
401468966,2023,2023-02-06,CHI,SA,5,,SA@CHI
401468968,2023,2023-02-06,UTAH,DAL,,7,DAL@UTAH
401468969,2023,2023-02-06,GS,OKC,,21,OKC@GS
401468971,2023,2023-02-07,ORL,NY,22,,NY@ORL
401468973,2023,2023-02-07,NO,ATL,,1,ATL@NO
401468975,2023,2023-02-07,DEN,MIN,,18,MIN@DEN
401468978,2023,2023-02-08,WSH,CHA,,4,CHA@WSH
401468981,2023,2023-02-08,TOR,SA,28,,SA@TOR
401468983,2023,2023-02-08,UTAH,MIN,,18,MIN@UTAH
401468985,2023,2023-02-08,POR,GS,25,,GS@POR
401468986,2023,2023-02-09,ORL,DEN,22,,DEN@ORL
401468990,2023,2023-02-10,DET,SA,9,,SA@DET
401468992,2023,2023-02-10,PHI,NY,23,,NY@PHI
401468994,2023,2023-02-10,TOR,UTAH,28,,UTAH@TOR
401468997,2023,2023-02-10,NO,CLE,,6,CLE@NO
401469002,2023,2023-02-11,CHA,DEN,4,,DEN@CHA
401469004,2023,2023-02-11,WSH,IND,,12,IND@WSH
401469005,2023,2023-02-11,ATL,SA,1,,SA@ATL
401469006,2023,2023-02-11,NY,UTAH,,,UTAH@NY
401469008,2023,2023-02-11,GS,LAL,,14,LAL@GS
401469013,2023,2023-02-13,CLE,SA,6,,SA@CLE
401469014,2023,2023-02-13,IND,UTAH,12,,UTAH@IND
401469016,2023,2023-02-13,MIA,DEN,16,,DEN@MIA
401469017,2023,2023-02-13,NY,BKN,,3,BKN@NY
401469019,2023,2023-02-13,OKC,NO,21,,NO@OKC
401469021,2023,2023-02-13,GS,WSH,,,WSH@GS
401469026,2023,2023-02-14,LAC,GS,13,,GS@LAC
401469027,2023,2023-02-14,POR,WSH,25,,WSH@POR
401469028,2023,2023-02-15,CHA,SA,4,,SA@CHA
401469031,2023,2023-02-15,ATL,NY,1,,NY@ATL
401469034,2023,2023-02-15,MEM,UTAH,15,,UTAH@MEM
401469036,2023,2023-02-15,DEN,DAL,,7,DAL@DEN
401469037,2023,2023-02-15,LAL,NO,14,,NO@LAL
401469039,2023,2023-02-16,MIN,WSH,18,,WSH@MIN
401469041,2023,2023-02-23,CLE,DEN,6,,DEN@CLE
401469045,2023,2023-02-23,TOR,NO,28,,NO@TOR
401469046,2023,2023-02-23,DAL,SA,7,,SA@DAL
401469047,2023,2023-02-23,UTAH,OKC,,21,OKC@UTAH
401469048,2023,2023-02-23,LAL,GS,14,,GS@LAL
401469050,2023,2023-02-24,WSH,NY,,,NY@WSH
401469056,2023,2023-02-24,GS,HOU,,11,HOU@GS
401469061,2023,2023-02-25,NY,NO,,,NO@NY
401469062,2023,2023-02-25,MEM,DEN,15,,DEN@MEM
401469064,2023,2023-02-25,UTAH,SA,,,SA@UTAH
401469067,2023,2023-02-26,CHI,WSH,5,,WSH@CHI
401469071,2023,2023-02-26,GS,MIN,,18,MIN@GS
401469073,2023,2023-02-26,DEN,LAC,,13,LAC@DEN
401469076,2023,2023-02-27,NY,BOS,,2,BOS@NY
401469077,2023,2023-02-27,NO,ORL,,22,ORL@NO
401469078,2023,2023-02-28,ATL,WSH,1,,WSH@ATL
401469081,2023,2023-02-28,HOU,DEN,11,,DEN@HOU
401469085,2023,2023-02-28,UTAH,SA,,,SA@UTAH
401469086,2023,2023-02-28,GS,POR,,25,POR@GS
401469092,2023,2023-03-01,NY,BKN,,3,BKN@NY
401469096,2023,2023-03-01,POR,NO,25,,NO@POR
401469097,2023,2023-03-02,WSH,TOR,,28,TOR@WSH
401469099,2023,2023-03-02,SA,IND,,12,IND@SA
401469100,2023,2023-03-02,GS,LAC,,13,LAC@GS
401469104,2023,2023-03-03,MIA,NY,16,,NY@MIA
401469106,2023,2023-03-03,OKC,UTAH,21,,UTAH@OKC
401469107,2023,2023-03-03,DEN,MEM,,15,MEM@DEN
401469108,2023,2023-03-03,GS,NO,,,NO@GS
401469111,2023,2023-03-04,WSH,TOR,,28,TOR@WSH
401469114,2023,2023-03-04,SA,HOU,,11,HOU@SA
401469119,2023,2023-03-05,LAL,GS,14,,GS@LAL
401469122,2023,2023-03-05,HOU,SA,11,,SA@HOU
401469123,2023,2023-03-05,OKC,UTAH,21,,UTAH@OKC
401469124,2023,2023-03-05,BOS,NY,2,,NY@BOS
401469128,2023,2023-03-05,WSH,MIL,,17,MIL@WSH
401469130,2023,2023-03-06,DEN,TOR,,28,TOR@DEN
401469131,2023,2023-03-06,SAC,NO,26,,NO@SAC
401469134,2023,2023-03-07,NY,CHA,,4,CHA@NY
401469137,2023,2023-03-07,OKC,GS,21,,GS@OKC
401469138,2023,2023-03-07,DAL,UTAH,7,,UTAH@DAL
401469140,2023,2023-03-08,WSH,ATL,,1,ATL@WSH
401469143,2023,2023-03-08,NO,DAL,,7,DAL@NO
401469144,2023,2023-03-08,DEN,CHI,,5,CHI@DEN
401469149,2023,2023-03-09,ORL,UTAH,22,,UTAH@ORL
401469151,2023,2023-03-09,MEM,GS,15,,GS@MEM
401469152,2023,2023-03-09,SAC,NY,26,,NY@SAC
401469154,2023,2023-03-10,WSH,ATL,,1,ATL@WSH
401469157,2023,2023-03-10,SA,DEN,,,DEN@SA
401469159,2023,2023-03-11,LAC,NY,13,,NY@LAC
401469160,2023,2023-03-11,CHA,UTAH,4,,UTAH@CHA
401469166,2023,2023-03-11,NO,OKC,,21,OKC@NO
401469167,2023,2023-03-11,GS,MIL,,17,MIL@GS
401469169,2023,2023-03-12,DEN,BKN,,3,BKN@DEN
401469171,2023,2023-03-12,PHI,WSH,23,,WSH@PHI
401469172,2023,2023-03-12,NO,POR,,25,POR@NO
401469173,2023,2023-03-12,SA,OKC,,21,OKC@SA
401469174,2023,2023-03-12,LAL,NY,14,,NY@LAL
401469177,2023,2023-03-13,MIA,UTAH,16,,UTAH@MIA
401469180,2023,2023-03-13,GS,PHX,,24,PHX@GS
401469183,2023,2023-03-14,WSH,DET,,9,DET@WSH
401469184,2023,2023-03-14,TOR,DEN,28,,DEN@TOR
401469185,2023,2023-03-14,NO,LAL,,14,LAL@NO
401469187,2023,2023-03-14,SA,ORL,,22,ORL@SA
401469189,2023,2023-03-14,POR,NY,25,,NY@POR
401469195,2023,2023-03-15,SA,DAL,,7,DAL@SA
401469196,2023,2023-03-15,LAC,GS,13,,GS@LAC
401469197,2023,2023-03-16,DET,DEN,9,,DEN@DET
401469203,2023,2023-03-17,ATL,GS,1,,GS@ATL
401469204,2023,2023-03-17,CLE,WSH,6,,WSH@CLE
401469206,2023,2023-03-17,HOU,NO,11,,NO@HOU
401469207,2023,2023-03-17,SA,MEM,,15,MEM@SA
401469210,2023,2023-03-18,NY,DEN,,,DEN@NY
401469214,2023,2023-03-18,WSH,SAC,,26,SAC@WSH
401469216,2023,2023-03-18,MEM,GS,15,,GS@MEM
401469217,2023,2023-03-18,UTAH,BOS,,2,BOS@UTAH
401469218,2023,2023-03-19,BKN,DEN,3,,DEN@BKN
401469220,2023,2023-03-19,SA,ATL,,1,ATL@SA
401469222,2023,2023-03-19,HOU,NO,11,,NO@HOU
401469228,2023,2023-03-20,NY,MIN,,18,MIN@NY
401469229,2023,2023-03-20,HOU,GS,11,,GS@HOU
401469231,2023,2023-03-20,UTAH,SAC,,26,SAC@UTAH
401469232,2023,2023-03-21,ORL,WSH,22,,WSH@ORL
401469235,2023,2023-03-21,NO,SA,,,SA@NO
401469238,2023,2023-03-22,WSH,DEN,,,DEN@WSH
401469239,2023,2023-03-22,MIA,NY,16,,NY@MIA
401469241,2023,2023-03-22,DAL,GS,7,,GS@DAL
401469244,2023,2023-03-22,MIL,SA,17,,SA@MIL
401469246,2023,2023-03-22,UTAH,POR,,25,POR@UTAH
401469248,2023,2023-03-23,ORL,NY,22,,NY@ORL
401469250,2023,2023-03-23,NO,CHA,,4,CHA@NO
401469253,2023,2023-03-24,WSH,SA,,,SA@WSH
401469257,2023,2023-03-24,UTAH,MIL,,17,MIL@UTAH
401469258,2023,2023-03-24,GS,PHI,,23,PHI@GS
401469264,2023,2023-03-25,DEN,MIL,,17,MIL@DEN
401469266,2023,2023-03-25,SAC,UTAH,26,,UTAH@SAC
401469267,2023,2023-03-25,LAC,NO,13,,NO@LAC
401469271,2023,2023-03-26,BOS,SA,2,,SA@BOS
401469274,2023,2023-03-26,TOR,WSH,28,,WSH@TOR
401469276,2023,2023-03-26,GS,MIN,,18,MIN@GS
401469279,2023,2023-03-27,NY,HOU,,11,HOU@NY
401469280,2023,2023-03-27,UTAH,PHX,,24,PHX@UTAH
401469281,2023,2023-03-27,DEN,PHI,,23,PHI@DEN
401469282,2023,2023-03-27,POR,NO,25,,NO@POR
401469285,2023,2023-03-28,WSH,BOS,,2,BOS@WSH
401469290,2023,2023-03-28,GS,NO,,,NO@GS
401469293,2023,2023-03-29,NY,MIA,,16,MIA@NY
401469298,2023,2023-03-29,SA,UTAH,,,UTAH@SA
401469302,2023,2023-03-30,DEN,NO,,,NO@DEN
401469306,2023,2023-03-31,WSH,ORL,,22,ORL@WSH
401469307,2023,2023-03-31,BOS,UTAH,2,,UTAH@BOS
401469309,2023,2023-03-31,CLE,NY,6,,NY@CLE
401469313,2023,2023-03-31,GS,SA,,,SA@GS
401469315,2023,2023-03-31,PHX,DEN,24,,DEN@PHX
401469317,2023,2023-04-01,NO,LAC,,13,LAC@NO
401469319,2023,2023-04-02,BKN,UTAH,3,,UTAH@BKN
401469323,2023,2023-04-02,NY,WSH,,,WSH@NY
401469325,2023,2023-04-02,SAC,SA,26,,SA@SAC
401469330,2023,2023-04-02,DEN,GS,,,GS@DEN
401469334,2023,2023-04-04,WSH,MIL,,17,MIL@WSH
401469338,2023,2023-04-04,HOU,DEN,11,,DEN@HOU
401469340,2023,2023-04-04,NO,SAC,,26,SAC@NO
401469341,2023,2023-04-04,UTAH,LAL,,14,LAL@UTAH
401469342,2023,2023-04-04,GS,OKC,,21,OKC@GS
401469343,2023,2023-04-04,PHX,SA,24,,SA@PHX
401469345,2023,2023-04-05,IND,NY,12,,NY@IND
401469346,2023,2023-04-05,ATL,WSH,1,,WSH@ATL
401469349,2023,2023-04-05,NO,MEM,,15,MEM@NO
401469354,2023,2023-04-06,SA,POR,,25,POR@SA
401469355,2023,2023-04-06,UTAH,OKC,,21,OKC@UTAH
401469356,2023,2023-04-06,PHX,DEN,24,,DEN@PHX
401469359,2023,2023-04-07,WSH,MIA,,16,MIA@WSH
401469364,2023,2023-04-07,NO,NY,,,NY@NO
401469366,2023,2023-04-07,SAC,GS,26,,GS@SAC
401469368,2023,2023-04-08,UTAH,DEN,,,DEN@UTAH
401469369,2023,2023-04-08,SA,MIN,,18,MIN@SA
401469375,2023,2023-04-09,NY,IND,,12,IND@NY
401469377,2023,2023-04-09,WSH,HOU,,11,HOU@WSH
401469379,2023,2023-04-09,DAL,SA,7,,SA@DAL
401469380,2023,2023-04-09,MIN,NO,18,,NO@MIN
401469382,2023,2023-04-09,DEN,SAC,,26,SAC@DEN
401469383,2023,2023-04-09,LAL,UTAH,14,,UTAH@LAL
401469385,2023,2023-04-09,POR,GS,25,,GS@POR
401524696,2023,2023-02-19,LEB,GIA,,,GIA@LEB
401526670,2023,2023-03-07,DET,WSH,9,,WSH@DET
401584090,2024,2023-11-03,MIL,NY,17,,NY@MIL
401584091,2024,2023-11-03,MIA,WSH,16,,WSH@MIA
401584093,2024,2023-11-03,OKC,GS,21,,GS@OKC
401584094,2024,2023-11-03,DEN,DAL,,7,DAL@DEN
401584097,2024,2023-11-10,WSH,CHA,,4,CHA@WSH
401584099,2024,2023-11-10,HOU,NO,11,,NO@HOU
401584100,2024,2023-11-10,MEM,UTAH,15,,UTAH@MEM
401584101,2024,2023-11-10,SA,MIN,,18,MIN@SA
401584109,2024,2023-11-14,OKC,SA,21,,SA@OKC
401584110,2024,2023-11-14,NO,DAL,,7,DAL@NO
401584111,2024,2023-11-14,UTAH,POR,,25,POR@UTAH
401584112,2024,2023-11-14,DEN,LAC,,13,LAC@DEN
401584113,2024,2023-11-14,GS,MIN,,18,MIN@GS
401584116,2024,2023-11-17,WSH,NY,,,NY@WSH
401584120,2024,2023-11-17,SA,SAC,,26,SAC@SA
401584122,2024,2023-11-17,NO,DEN,,,DEN@NO
401584123,2024,2023-11-17,UTAH,PHX,,24,PHX@UTAH
401584130,2024,2023-11-21,LAL,UTAH,14,,UTAH@LAL
401584133,2024,2023-11-24,NY,MIA,,16,MIA@NY
401584136,2024,2023-11-24,HOU,DEN,11,,DEN@HOU
401584137,2024,2023-11-24,MIL,WSH,17,,WSH@MIL
401584139,2024,2023-11-24,GS,SA,,,SA@GS
401584140,2024,2023-11-24,LAC,NO,13,,NO@LAC
401584145,2024,2023-11-28,NY,CHA,,4,CHA@NY
401584148,2024,2023-11-28,SAC,GS,26,,GS@SAC
401584689,2024,2023-10-24,DEN,LAL,,14,LAL@DEN
401584690,2024,2023-10-24,GS,PHX,,24,PHX@GS
401584692,2024,2023-10-25,IND,WSH,12,,WSH@IND
401584693,2024,2023-10-25,NY,BOS,,2,BOS@NY
401584699,2024,2023-10-25,MEM,NO,15,,NO@MEM
401584700,2024,2023-10-25,UTAH,SAC,,26,SAC@UTAH
401584701,2024,2023-10-25,SA,DAL,,7,DAL@SA
401584706,2024,2023-10-27,MEM,DEN,15,,DEN@MEM
401584707,2024,2023-10-27,ATL,NY,1,,NY@ATL
401584711,2024,2023-10-27,SA,HOU,,11,HOU@SA
401584713,2024,2023-10-27,UTAH,LAC,,13,LAC@UTAH
401584715,2024,2023-10-27,SAC,GS,26,,GS@SAC
401584717,2024,2023-10-28,WSH,MEM,,15,MEM@WSH
401584718,2024,2023-10-28,NO,NY,,,NY@NO
401584722,2024,2023-10-28,PHX,UTAH,24,,UTAH@PHX
401584723,2024,2023-10-29,OKC,DEN,21,,DEN@OKC
401584724,2024,2023-10-29,HOU,GS,11,,GS@HOU
401584727,2024,2023-10-29,LAC,SA,13,,SA@LAC
401584731,2024,2023-10-30,WSH,BOS,,2,BOS@WSH
401584736,2024,2023-10-30,NO,GS,,,GS@NO
401584738,2024,2023-10-30,DEN,UTAH,,,UTAH@DEN
401584740,2024,2023-10-31,CLE,NY,6,,NY@CLE
401584741,2024,2023-10-31,PHX,SA,24,,SA@PHX
401584745,2024,2023-11-01,ATL,WSH,1,,WSH@ATL
401584748,2024,2023-11-01,NY,CLE,,6,CLE@NY
401584749,2024,2023-11-01,OKC,NO,21,,NO@OKC
401584751,2024,2023-11-01,MIN,DEN,18,,DEN@MIN
